animal_id	animal_type	sex	primary_bree	dob	secondary_	kennel_no	impound_no	intake_type	intake_subtype	intake_date	s_n_date	intake_cond	weight	weight_1_week	outcome_type	outcome_subtype	outcome_date	due_out_date	outcome_cond	days_old	dob_abs	intake_date_abs	outcome_date_abs	days_intake_to_s_n_date	location_1	location_1_date	location_2	location_2_date	behavior_cond	outcome_behavior_cond	euth_reason	intake_date_form_2	los	los_1	los_2	age_s_n_date	weight_difference	in_to_due_out_date_diff	due_out_to_outcome_date_diff
A177488	CAT	S	DOMESTIC SH			C47	K17-048593	STRAY	UNHEALTH	2017-06-21 00:00:00		CMUU 5	3.06		DIED	DISPOSAL	2017-06-22 00:00:00	2017-06-25 00:00:00	DECEASED						RECEIVING	2017-06-21 13:01:00	RECEIVING	2017-06-21 13:02:00				2017-06-21 00:00:00	1.0	0.54236	0.00069			4.0	-3.0
A177490	DOG	N	TERRIER	2011-12-21 00:00:00	MIX	30	K17-048594	STRAY	REHAB	2017-06-21 00:00:00		DMTR 1	26.2		ADOPTION	REHAB	2017-07-10 00:00:00	2017-06-30 00:00:00	DMTR 1	2009.0					STRAY DOGS	2017-06-21 13:13:00	1	2017-07-01 11:41:00				2017-06-21 00:00:00	19.0	0.55069	9.93611			9.0	10.0
A176559	CAT	S	SIAMESE	2014-06-09 00:00:00	MIX	C06	K17-048596	RETURN <30	REHAB	2017-06-21 00:00:00	2017-06-10 00:00:00	CBTR 1	6.63		ADOPTION	REHAB	2017-06-23 00:00:00	2017-06-21 16:10:00	CBTR 1	1108.0					RECEIVING	2017-06-21 16:11:00	6	2017-06-21 16:24:00				2017-06-21 00:00:00	2.0	0.67431	0.00903	1097.0		0.67361	1.32639
A172682	KITTEN	M	DOMESTIC MH	2017-04-16 00:00:00		C46	K17-048597	FOSTER-VO	REHAB	2017-06-21 00:00:00		CMTR 11			TRANS CAT	REHAB	2017-06-22 00:00:00	2017-06-21 16:16:00	CMTR 11	66.0												2017-06-21 00:00:00	1.0					0.67778	0.32222
A172681	KITTEN	M	DOMESTIC SH	2017-04-16 00:00:00		C46	K17-048598	FOSTER-VO	REHAB	2017-06-21 00:00:00		CMTR 11	2.69		TRANS CAT	REHAB	2017-06-22 00:00:00	2017-06-21 16:22:00	CMTR 11	66.0												2017-06-21 00:00:00	1.0					0.68194	0.31806
A172680	KITTEN	F	DOMESTIC SH	2017-04-16 00:00:00		C46	K17-048599	FOSTER-VO	REHAB	2017-06-21 00:00:00		CMTR 11	2.25		TRANS CAT	REHAB	2017-06-22 00:00:00	2017-06-21 16:24:00	CMTR 11	66.0												2017-06-21 00:00:00	1.0					0.68333	0.31667
A172683	CAT	F	DOMESTIC SH	2015-04-27 00:00:00		C46	K17-048600	FOSTER-VO	HEALTHY	2017-06-21 00:00:00		CMH	7.69		TRANS CAT	HEALTHY	2017-06-22 00:00:00	2017-06-21 16:27:00	CMH	786.0												2017-06-21 00:00:00	1.0					0.68542	0.31458
A151320	CAT	N	DOMESTIC LH			C32	K17-048601	STRAY	HEALTHY	2017-06-21 00:00:00		NORMAL	11.38		RTO	HEALTHY	2017-06-23 00:00:00	2017-06-30 00:00:00	NORMAL						STRAY CAT	2017-06-21 17:44:00	STRAY CAT	2017-06-21 17:46:00				2017-06-21 00:00:00	2.0	0.73889	0.00139			9.0	-7.0
A177703	KITTEN	N	DOMESTIC SH	2017-05-18 00:00:00		FOSTER	K17-048603	STRAY	REHAB	2017-06-22 00:00:00	2017-08-08 00:00:00	CMTR 12	1.5		FOSTER-VO	REHAB	2017-06-22 00:00:00	2017-06-22 10:38:00	CMTR 12	35.0					STRAY CAT	2017-06-22 10:40:00	C46	2017-06-22 15:22:00				2017-06-22 00:00:00	0.0	0.44444	0.19583	82.0		0.44306	-0.44306
A177704	KITTEN	N	DOMESTIC SH	2017-05-18 00:00:00		FOSTER	K17-048604	STRAY	REHAB	2017-06-22 00:00:00	2017-08-08 00:00:00	CMTR 12	1.38		FOSTER-VO	REHAB	2017-06-22 00:00:00	2017-06-22 10:38:00	CMTR 12	35.0					STRAY CAT	2017-06-22 10:40:00	C46	2017-06-22 15:24:00				2017-06-22 00:00:00	0.0	0.44444	0.19722	82.0		0.44306	-0.44306
A096276	DOG	S	SCHNAUZER MIN	2002-07-04 00:00:00		24	K17-048605	STRAY	HEALTHY	2017-06-22 00:00:00		NORMAL			RTO	HEALTHY	2017-06-26 00:00:00	2017-06-27 00:00:00	NORMAL	5467.0												2017-06-22 00:00:00	4.0					5.0	-1.0
A177706	DOG	N	CHIHUAHUA SH	2010-06-29 00:00:00		26	K17-048606	STRAY	REHAB	2017-06-22 00:00:00		DMTR 1	11.4		ADOPTION	REHAB	2017-07-12 00:00:00	2017-06-27 00:00:00	DMTR 1	2550.0					5	2017-06-22 11:17:00	5	2017-06-28 15:22:00				2017-06-22 00:00:00	20.0	0.47014	6.17014			5.0	15.0
A177708	CAT	F	DOMESTIC SH			C50	K17-048607	STRAY	REHAB	2017-06-22 00:00:00		CMTR 12	1.88		TRANS OHS	REHAB	2017-06-27 00:00:00	2017-06-27 00:00:00	CMTR 12						RECEIVING	2017-06-22 11:49:00	RECEIVING	2017-06-22 11:51:00				2017-06-22 00:00:00	5.0	0.49236	0.00139			5.0	0.0
A193177	DOG	S	SHIH TZU	2004-12-23 00:00:00		22	K17-048610	STRAY	HEALTHY	2017-06-22 00:00:00		NORMAL	4.4		RTO	HEALTHY	2017-06-23 00:00:00	2017-07-01 00:00:00	NORMAL	4564.0												2017-06-22 00:00:00	1.0					9.0	-8.0
A177712	CAT	N	DOMESTIC SH	2013-06-29 00:00:00		C04	K17-048611	STRAY	MANAGEAB	2017-06-22 00:00:00		CMTM 9	13.44		ADOPTION	MANAGEABLE	2017-07-06 00:00:00	2017-06-27 00:00:00	CMTM 9	1454.0					RECEIVING	2017-06-22 16:50:00	C51	2017-06-29 16:43:00				2017-06-22 00:00:00	14.0	0.70139	6.99514			5.0	9.0
A176392	DOG	F	PARSON RUSS TER			Q50	K17-048613	PRO CUST	HEALTHY	2017-06-23 00:00:00		NORMAL	10.25		RTO	HEALTHY	2017-06-26 00:00:00	2017-07-02 00:00:00	NORMAL						RECEIVING	2017-06-23 09:19:00	RECEIVING	2017-06-23 09:19:00				2017-06-23 00:00:00	3.0	0.38819	0.0			9.0	-6.0
A177726	DOG	N	GERM SHEPHERD		MIX	19	K17-048614	STRAY	UNHEALTH	2017-06-23 00:00:00		DBUU 1	66.6		EUTH	UNHEALTHY	2017-06-29 00:00:00	2017-06-28 00:00:00	DBUU 1						RECEIVING	2017-06-23 09:28:00	RECEIVING	2017-06-23 09:28:00			UNHEALTHY	2017-06-23 00:00:00	6.0	0.39444	0.0			5.0	1.0
A177730	DOG	M	PIT BULL			8	K17-048615	STRAY	HEALTHY	2017-06-23 00:00:00		NORMAL	58.0		RTO	HEALTHY	2017-06-24 00:00:00	2017-06-28 00:00:00	NORMAL						RECEIVING	2017-06-23 10:15:00	RECEIVING	2017-06-23 10:15:00				2017-06-23 00:00:00	1.0	0.42708	0.0			5.0	-4.0
A177731	DOG	S	DACHSHUND	2016-06-29 00:00:00		25	K17-048616	STRAY	HEALTHY	2017-06-23 00:00:00	2017-07-06 00:00:00	DMH	10.13		ADOPTION	HEALTHY	2017-07-08 00:00:00	2017-06-28 00:00:00	DMH	359.0					17	2017-06-23 10:46:00	33	2017-07-06 13:43:00				2017-06-23 00:00:00	15.0	0.44861	13.12292	372.0		5.0	10.0
A177733	CAT	N	DOMESTIC SH	2014-06-29 00:00:00		C14	K17-048617	STRAY	MANAGEAB	2017-06-23 00:00:00	2017-06-29 00:00:00	CMTM 9	11.31		ADOPTION	MANAGEABLE	2017-07-03 00:00:00	2017-06-28 00:00:00	CMTM 9	1090.0					RECEIVING	2017-06-23 11:56:00	SURG HOLD	2017-06-29 11:08:00				2017-06-23 00:00:00	10.0	0.49722	5.96667	1096.0		5.0	5.0
A109119	DOG	S	SCHNAUZER MIN	2007-06-20 00:00:00	MIX	9	K17-048618	PRO CUST	MANAGEAB	2017-06-23 00:00:00	2013-06-20 00:00:00	DMTM 7	14.2		RTO	MANAGEABLE	2017-06-27 00:00:00	2017-07-01 00:00:00	DMTM 7	3656.0					RECEIVING	2017-06-23 12:08:00	RECEIVING	2017-06-23 12:11:00				2017-06-23 00:00:00	4.0	0.50556	0.00208	2192.0		8.0	-4.0
A176574	CAT	M	DOMESTIC MH			C46	K17-048619	FOSTER-VO	REHAB	2017-06-23 00:00:00		CMTR 12	2.25		TRANS OHS	REHAB	2017-06-27 00:00:00	2017-06-23 17:05:00	CMTR 12													2017-06-23 00:00:00	4.0					0.71181	3.28819
A132996	DOG	M	CHIHUAHUA SH	2008-09-10 00:00:00		4	K17-048620	STRAY	HEALTHY	2017-06-23 00:00:00		NORMAL	7.0		RTO	HEALTHY	2017-06-24 00:00:00	2017-06-28 00:00:00	NORMAL	3208.0												2017-06-23 00:00:00	1.0					5.0	-4.0
A177753	CAT	F	DOMESTIC SH			C32	K17-048623	STRAY	HEALTHY	2017-06-24 00:00:00		CBH	4.88		TRANS CAT	HEALTHY	2017-06-29 00:00:00	2017-06-29 00:00:00	CBH						STRAY CAT	2017-06-24 09:54:00	STRAY CAT	2017-06-24 09:55:00				2017-06-24 00:00:00	5.0	0.4125	0.00069			5.0	0.0
A177756	CAT	F	DOMESTIC SH			ISO CAT	K17-048626	STRAY	REHAB	2017-06-24 00:00:00		CMTR 19	7.13		RTO	REHAB	2017-06-26 00:00:00	2017-06-29 00:00:00	CMTR 19						STRAY CAT	2017-06-24 10:14:00	STRAY CAT	2017-06-24 10:18:00				2017-06-24 00:00:00	2.0	0.42639	0.00278			5.0	-3.0
A170195	DOG	N	WELSH CORGI PEM			20	K17-048627	STRAY	HEALTHY	2017-06-24 00:00:00		NORMAL	25.6		RTO	HEALTHY	2017-06-24 00:00:00	2017-07-05 00:00:00	NORMAL						STRAY DOGS	2017-06-24 10:27:00	STRAY DOGS	2017-06-24 10:27:00				2017-06-24 00:00:00	0.0	0.43542	0.0			11.0	-11.0
A177758	CAT	S	DOMESTIC SH	2017-01-01 00:00:00		L03	K17-048628	STRAY	REHAB	2017-06-24 00:00:00	2017-07-06 00:00:00	CMTR 19		5.25	ADOPTION	REHAB	2017-07-08 00:00:00	2017-06-29 00:00:00	CMTR 19	174.0					STRAY CAT	2017-06-24 11:24:00	C49	2017-07-06 12:11:00				2017-06-24 00:00:00	14.0	0.475	12.03264	186.0		5.0	9.0
A024597	DOG	S	LHASA APSO	2006-12-27 00:00:00	CHIHUAHUA SH	18	K17-048637	STRAY	HEALTHY	2017-06-26 00:00:00		NORMAL	10.6		RTO	HEALTHY	2017-06-28 00:00:00	2017-06-30 00:00:00	NORMAL	3834.0					4	2017-06-27 16:06:00	4	2017-06-27 16:12:00				2017-06-26 00:00:00	2.0	1.67083	0.00417			4.0	-2.0
A078652	DOG	N	AM PIT BULL TER	2010-12-21 00:00:00		2	K17-048638	STRAY	HEALTHY	2017-06-26 00:00:00		NORMAL	75.0		RTO	HEALTHY	2017-06-26 00:00:00	2017-07-06 00:00:00	NORMAL	2379.0					RECEIVING	2017-06-26 12:17:00	RECEIVING	2017-06-26 13:06:00				2017-06-26 00:00:00	0.0	0.51181	0.03403			10.0	-10.0
A177803	DOG	N	POMERANIAN	2014-01-10 00:00:00	CHIHUAHUA LH	34	K17-048639	STRAY	UNHEALTH	2017-06-26 00:00:00	2017-07-11 00:00:00	DBUU 6	9.8		RESCUE IND	UNHEALTHY	2017-07-12 00:00:00	2017-06-30 00:00:00	DBUU 6	1263.0					23	2017-06-26 12:49:00	23	2017-07-01 11:42:00		P145440		2017-06-26 00:00:00	16.0	0.53403	4.95347	1278.0		4.0	12.0
A177805	DOG	N	POMERANIAN	2014-07-01 00:00:00	CHIHUAHUA LH	27	K17-048640	STRAY	REHAB	2017-06-26 00:00:00	2017-07-06 00:00:00	DMTR 1	12.2		ADOPTION	REHAB	2017-07-15 00:00:00	2017-06-30 00:00:00	DMTR 1	1091.0					23	2017-06-26 13:00:00	39	2017-07-06 13:39:00				2017-06-26 00:00:00	19.0	0.54167	10.02708	1101.0		4.0	15.0
A177806	CAT	N	DOMESTIC SH	2013-06-30 00:00:00		C07	K17-048641	STRAY	REHAB	2017-06-26 00:00:00		CMTR 1	13.75		RTO	REHAB	2017-06-30 00:00:00	2017-06-30 00:00:00	CMTR 1	1457.0					STRAY CAT	2017-06-26 13:26:00	C55	2017-06-29 15:17:00				2017-06-26 00:00:00	4.0	0.55972	3.07708			4.0	0.0
A177808	DOG	M	AM PIT BULL TER			22	K17-048643	STRAY	UNHEALTH	2017-06-26 00:00:00		DBUU 2	60.4		EUTH	UNHEALTHY	2017-06-30 00:00:00	2017-06-30 00:00:00	DBUU 2						RECEIVING	2017-06-26 14:52:00	RECEIVING	2017-06-26 14:53:00			UNHEALTHY	2017-06-26 00:00:00	4.0	0.61944	0.00069			4.0	0.0
A177826	CAT	N	DOMESTIC LH	2009-06-27 00:00:00		C40	K17-048648	STRAY	HEALTHY	2017-06-27 00:00:00		NORMAL	12.69		RTO	HEALTHY	2017-06-27 00:00:00	2017-07-06 00:00:00	NORMAL	2922.0					RECEIVING	2017-06-27 09:41:00	RECEIVING	2017-06-27 09:49:00				2017-06-27 00:00:00	0.0	0.40347	0.00556			9.0	-9.0
A174353	CAT	S	DOMESTIC MH	2007-05-19 00:00:00		C11	K17-048649	RETURN <30	MANAGEAB	2017-06-27 00:00:00		CMTM 00	6.25		ADOPTION	MANAGEABLE	2017-07-17 00:00:00	2017-06-27 00:00:00	CMTM 00	3692.0					C04	2017-06-27 09:58:00	C04	2017-06-27 10:14:00				2017-06-27 00:00:00	20.0	0.41528	0.01111			0.0	20.0
A176570	CAT	F	DOMESTIC SH			RECEIVING	K17-048650	FOSTER-VO	REHAB	2017-06-27 00:00:00		CMTR 12			TRANS OHS	REHAB	2017-06-27 00:00:00	2017-06-27 10:23:00	CMTR 12													2017-06-27 00:00:00	0.0					0.43264	-0.43264
A176575	CAT	M	DOMESTIC SH			RECEIVING	K17-048651	FOSTER-VO	REHAB	2017-06-27 00:00:00		CMTR 12			TRANS OHS	REHAB	2017-06-27 00:00:00	2017-06-27 10:26:00	CMTR 12													2017-06-27 00:00:00	0.0					0.43472	-0.43472
A177831	DOG	M	BLACK/TAN HOUND	2013-12-27 00:00:00		24	K17-048652	STRAY	HEALTHY	2017-06-27 00:00:00		NORMAL	56.4		RTO	HEALTHY	2017-06-27 00:00:00	2017-07-01 00:00:00	NORMAL	1278.0					STRAY DOGS	2017-06-27 11:30:00	STRAY DOGS	2017-06-27 11:30:00				2017-06-27 00:00:00	0.0	0.47917	0.0			4.0	-4.0
A177832	DOG	S	LABRADOR RETR	2012-07-01 00:00:00	MIX	28	K17-048653	STRAY	REHAB	2017-06-27 00:00:00		DMTR 1	47.4		ADOPTION	REHAB	2017-07-01 00:00:00	2017-07-01 00:00:00	DMTR 1	1822.0					STRAY DOGS	2017-06-27 11:57:00	21	2017-07-01 10:59:00				2017-06-27 00:00:00	4.0	0.49792	3.95972			4.0	0.0
A177833	DOG	N	CHINESE SHARPEI	2007-06-27 00:00:00		1	K17-048654	STRAY	HEALTHY	2017-06-27 00:00:00		NORMAL	41.6		RTO	HEALTHY	2017-06-27 00:00:00	2017-07-07 00:00:00	NORMAL	3653.0												2017-06-27 00:00:00	0.0					10.0	-10.0
A177837	CAT	N	DOMESTIC SH	2017-01-01 00:00:00		L01	K17-048656	STRAY	HEALTHY	2017-06-27 00:00:00	2017-07-01 00:00:00	CMH			ADOPTION	HEALTHY	2017-07-06 00:00:00	2017-07-01 00:00:00	CMH	177.0					C49	2017-06-27 13:12:00	SURG HOLD	2017-07-01 10:38:00				2017-06-27 00:00:00	9.0	0.55	3.89306	181.0		4.0	5.0
A177838	CAT	N	DOMESTIC SH	2017-01-01 00:00:00		L02	K17-048657	STRAY	HEALTHY	2017-06-27 00:00:00	2017-07-06 00:00:00	CMH	5.63		ADOPTION	HEALTHY	2017-07-08 00:00:00	2017-07-01 00:00:00	CMH	177.0					C49	2017-06-27 13:15:00	SURG HOLD	2017-07-06 13:28:00				2017-06-27 00:00:00	11.0	0.55208	9.00903	186.0		4.0	7.0
A139674	DOG	S	CHIHUAHUA SH	2014-09-04 00:00:00		25	K17-048658	RETURN>1Y	REHAB	2017-06-27 00:00:00	2015-09-10 00:00:00	DBTR 7	15.0		ADOPTION	REHAB	2017-06-30 00:00:00	2017-06-27 15:44:00	DBTR 7	1027.0					RECEIVING	2017-06-27 15:44:00	6	2017-06-29 16:09:00				2017-06-27 00:00:00	3.0	0.65556	2.01736	371.0		0.65556	2.34444
A175800	DOG	N	YORKSHIRE TERR	2009-10-01 00:00:00	POODLE MIN	Q54	K17-048661	QUARANTINE	UNHEALTH	2017-06-28 00:00:00		DBUU 2			EUTH	UNHEALTHY	2017-07-06 00:00:00	2017-07-05 00:00:00	DBUU 2	2827.0					Q DOGS	2017-06-28 09:41:00	Q DOGS	2017-06-28 09:42:00			UNHEALTHY	2017-06-28 00:00:00	8.0	0.40347	0.00069			7.0	1.0
A050389	DOG	S	LHASA APSO	2005-10-07 00:00:00		RECEIVING	K17-048663	STRAY	HEALTHY	2017-06-28 00:00:00	2009-05-20 00:00:00	NORMAL			RTO	HEALTHY	2017-06-28 00:00:00	2017-07-07 07:00:00	NORMAL	4282.0												2017-06-28 00:00:00	0.0			1321.0		9.29167	-9.29167
A164241	DOG	F	CHIHUAHUA SH	2010-01-26 00:00:00	MIX	7	K17-048665	STRAY	HEALTHY	2017-06-28 00:00:00		NORMAL	4.6		RTO	HEALTHY	2017-06-29 00:00:00	2017-07-02 00:00:00	NORMAL	2710.0												2017-06-28 00:00:00	1.0					4.0	-3.0
A177862	CAT	F	DOMESTIC SH			C34	K17-048666	STRAY	HEALTHY	2017-06-28 00:00:00		CBH	7.13		TRANS CAT	HEALTHY	2017-07-06 00:00:00	2017-07-02 00:00:00	CBH						STRAY CAT	2017-06-28 12:10:00	STRAY CAT	2017-06-28 12:12:00				2017-06-28 00:00:00	8.0	0.50694	0.00139			4.0	4.0
A177865	DOG	N	WELSH CORGI PEM	2016-11-04 00:00:00		8	K17-048667	STRAY	HEALTHY	2017-06-28 00:00:00		NORMAL	33.8		RTO	HEALTHY	2017-06-29 00:00:00	2017-07-07 00:00:00	NORMAL	236.0					RECEIVING	2017-06-28 12:28:00	RECEIVING	2017-06-28 12:28:00				2017-06-28 00:00:00	1.0	0.51944	0.0			9.0	-8.0
A177864	CAT	N	DOMESTIC SH	2010-10-28 00:00:00		ISO CAT	K17-048668	STRAY	REHAB	2017-06-28 00:00:00		CMTR 19	9.56		RTO	REHAB	2017-06-29 00:00:00	2017-07-07 00:00:00	CMTR 19	2435.0					STRAY CAT	2017-06-28 12:34:00	STRAY CAT	2017-06-28 12:37:00				2017-06-28 00:00:00	1.0	0.52361	0.00208			9.0	-8.0
A177872	CAT	F	DOMESTIC SH			RECEIVING	K17-048669	STRAY	REHAB	2017-06-28 00:00:00		MEDICAL			RESCUE OTH	REHAB	2017-06-28 00:00:00	2017-06-28 14:57:00	MEDICAL													2017-06-28 00:00:00	0.0					0.62292	-0.62292
A177874	CAT	U	DOMESTIC SH			RECEIVING	K17-048670	STRAY	REHAB	2017-06-28 00:00:00		CMTR 11			RESCUE OTH	REHAB	2017-06-28 00:00:00	2017-06-28 14:57:00	CMTR 11													2017-06-28 00:00:00	0.0					0.62292	-0.62292
A177875	CAT	U	DOMESTIC SH			RECEIVING	K17-048671	STRAY	REHAB	2017-06-28 00:00:00		CMTR 11			RESCUE OTH	REHAB	2017-06-28 00:00:00	2017-06-28 14:57:00	CMTR 11													2017-06-28 00:00:00	0.0					0.62292	-0.62292
A177876	CAT	U	DOMESTIC SH			RECEIVING	K17-048672	STRAY	REHAB	2017-06-28 00:00:00		CMTR 11			RESCUE OTH	REHAB	2017-06-28 00:00:00	2017-06-28 14:57:00	CMTR 11													2017-06-28 00:00:00	0.0					0.62292	-0.62292
A177877	CAT	U	DOMESTIC SH			RECEIVING	K17-048673	STRAY	REHAB	2017-06-28 00:00:00		CMTR 11			RESCUE OTH	REHAB	2017-06-28 00:00:00	2017-06-28 14:57:00	CMTR 11													2017-06-28 00:00:00	0.0					0.62292	-0.62292
A177879	CAT	S	DOMESTIC SH			C40	K17-048674	STRAY	REHAB	2017-06-28 00:00:00		CBTR 1	17.94		TRANS CAT	REHAB	2017-07-06 00:00:00	2017-07-02 00:00:00	CBTR 1						RECEIVING	2017-06-28 16:30:00	RECEIVING	2017-06-28 16:34:00				2017-06-28 00:00:00	8.0	0.6875	0.00278			4.0	4.0
A177881	DOG	N	PARSON RUSS TER	2012-07-03 00:00:00		2	K17-048675	STRAY	MANAGEAB	2017-06-28 00:00:00	2017-07-06 00:00:00	DMTM 9	12.5	11.81	RTO	MANAGEABLE	2017-07-06 00:00:00	2017-07-03 07:00:00	DMTM 9	1821.0					RECEIVING	2017-06-28 16:46:00	RECEIVING	2017-06-28 16:46:00				2017-06-28 00:00:00	8.0	0.69861	0.0	1829.0	-0.69	5.29167	2.70833
A171318	DOG	F	SIBERIAN HUSKY	2016-03-28 00:00:00		3	K17-048677	STRAY	HEALTHY	2017-06-29 00:00:00		NORMAL	42.0		RTO	HEALTHY	2017-06-29 00:00:00	2017-07-07 00:00:00	NORMAL	458.0					RECEIVING	2017-06-29 09:21:00	RECEIVING	2017-06-29 09:21:00				2017-06-29 00:00:00	0.0	0.38958	0.0			8.0	-8.0
A177908	DOG	F	CHIHUAHUA SH	2013-07-05 00:00:00		36	K17-048678	STRAY	MANAGEAB	2017-06-29 00:00:00		DMTM 7	8.8		TRANS OHS	MANAGEABLE	2017-07-11 00:00:00	2017-07-04 00:00:00	DMTM 7	1455.0					RECEIVING	2017-06-29 11:39:00	15	2017-07-05 12:23:00				2017-06-29 00:00:00	12.0	0.48542	6.03056			5.0	7.0
A158846	DOG	N	GREAT PYRENEES	2013-12-29 00:00:00		Q55	K17-048679	QUARANTINE	UNHEALTH	2017-06-29 00:00:00		DBUU 2			EUTH	UNHEALTHY	2017-07-12 00:00:00	2017-07-09 00:00:00	DBUU 2	1278.0					Q DOGS	2017-06-29 12:10:00	Q DOGS	2017-06-29 12:17:00			UNHEALTHY	2017-06-29 00:00:00	13.0	0.50694	0.00486			10.0	3.0
A177912	DOG	F	LABRADOR RETR		MIX	RECEIVING	K17-048681	STRAY	HEALTHY	2017-06-29 00:00:00		NORMAL			RTO	HEALTHY	2017-06-29 00:00:00	2017-07-04 00:00:00	NORMAL													2017-06-29 00:00:00	0.0					5.0	-5.0
A177913	CAT	N	DOMESTIC LH	2015-07-03 00:00:00		C57	K17-048682	STRAY	HEALTHY	2017-06-29 00:00:00		CBH	8.69		RTO	HEALTHY	2017-07-03 00:00:00	2017-07-04 00:00:00	CBH	727.0					RECEIVING	2017-06-29 14:55:00	RECEIVING	2017-06-29 14:57:00				2017-06-29 00:00:00	4.0	0.62153	0.00139			5.0	-1.0
A135089	DOG	N	GERM SHEPHERD	2009-06-03 00:00:00	MIX	RECEIVING	K17-048683	STRAY	HEALTHY	2017-06-29 00:00:00		NORMAL	53.8		RTO	HEALTHY	2017-06-29 00:00:00	2017-07-08 00:00:00	NORMAL	2948.0					18	2017-06-29 17:43:00	18	2017-06-29 17:43:00				2017-06-29 00:00:00	0.0	0.73819	0.0			9.0	-9.0
A177916	CAT	M	DOMESTIC MH			C42	K17-048684	STRAY	REHAB	2017-06-29 00:00:00		CMTR 12	1.69		TRANS CAT	REHAB	2017-07-06 00:00:00	2017-06-29 00:00:00	CMTR 12						RECEIVING	2017-06-29 16:55:00	C43	2017-06-29 17:49:00				2017-06-29 00:00:00	7.0	0.70486	0.0375			0.0	7.0
A177917	CAT	M	DOMESTIC SH			C42	K17-048685	STRAY	REHAB	2017-06-29 00:00:00		CMTR 12	1.5		TRANS CAT	REHAB	2017-07-06 00:00:00	2017-06-29 16:58:00	CMTR 12						RECEIVING	2017-06-29 16:56:00	C43	2017-06-29 17:52:00				2017-06-29 00:00:00	7.0	0.70556	0.03889			0.70694	6.29306
A177926	DOG	F	PAPILLON	2016-06-30 00:00:00		4	K17-048686	STRAY	HEALTHY	2017-06-30 00:00:00		NORMAL	9.2		RTO	HEALTHY	2017-06-30 00:00:00	2017-07-05 00:00:00	NORMAL	365.0					RECEIVING	2017-06-30 09:18:00	RECEIVING	2017-06-30 09:18:00				2017-06-30 00:00:00	0.0	0.3875	0.0			5.0	-5.0
A113321	CAT	S	DOMESTIC SH	2013-07-12 00:00:00		C30	K17-048687	RETURN>1Y	REHAB	2017-06-30 00:00:00	2013-09-12 00:00:00	CBTR 1	14.19		TRANS CAT	REHAB	2017-07-06 00:00:00	2017-06-30 09:48:00	CBTR 1	1449.0					RECEIVING	2017-06-30 09:51:00	RECEIVING	2017-06-30 10:06:00				2017-06-30 00:00:00	6.0	0.41042	0.01042	62.0		0.40833	5.59167
A177929	OTHER	S	FERRET			SMALL ANIM	K17-048688	STRAY	HEALTHY	2017-06-30 00:00:00		NORMAL			RESCUE OTH	HEALTHY	2017-07-06 00:00:00	2017-07-05 00:00:00	NORMAL						RECEIVING	2017-06-30 10:54:00	RECEIVING	2017-06-30 10:54:00				2017-06-30 00:00:00	6.0	0.45417	0.0			5.0	1.0
A173865	DOG	N	GERM SHEPHERD	2016-11-13 00:00:00	MIX	29	K17-048689	STRAY	REHAB	2017-06-30 00:00:00	2017-07-14 00:00:00	DBTR 11	47.5		TRANS OHS	REHAB	2017-07-25 00:00:00	2017-07-13 00:00:00	DBTR 11	229.0					20	2017-06-30 15:16:00	34	2017-07-14 16:18:00		P142283		2017-06-30 00:00:00	25.0	0.63611	14.04306	243.0		13.0	12.0
A177953	CAT	N	PERSIAN			C37	K17-048690	STRAY	REHAB	2017-06-30 00:00:00		CMTR 10			DIED	DISPOSAL	2017-07-05 00:00:00	2017-07-05 00:00:00	DECEASED						RECEIVING	2017-06-30 15:15:00	C38	2017-07-01 17:32:00				2017-06-30 00:00:00	5.0	0.63542	1.09514			5.0	0.0
A177962	CAT	S	DOMESTIC MH	2016-07-03 00:00:00		C53	K17-048691	STRAY	HEALTHY	2017-06-30 00:00:00		NORMAL	6.56		RTO	HEALTHY	2017-07-03 00:00:00	2017-07-05 00:00:00	NORMAL	362.0					RECEIVING	2017-06-30 16:19:00	RECEIVING	2017-06-30 16:22:00				2017-06-30 00:00:00	3.0	0.67986	0.00208			5.0	-2.0
A177970	DOG	F	JACK RUSSELL	2003-07-01 00:00:00		4	K17-048692	STRAY	HEALTHY	2017-06-30 00:00:00		NORMAL	14.0		RTO	HEALTHY	2017-07-01 00:00:00	2017-07-05 00:00:00	NORMAL	5113.0					RECEIVING	2017-06-30 17:39:00	RECEIVING	2017-06-30 17:40:00				2017-06-30 00:00:00	1.0	0.73542	0.00069			5.0	-4.0
A177992	DOG	M	GOLDEN RETR			22	K17-048697	STRAY	HEALTHY	2017-07-01 00:00:00		NORMAL	58.6		RTO	HEALTHY	2017-07-01 00:00:00	2017-07-11 00:00:00	NORMAL						STRAY DOGS	2017-07-01 14:03:00	STRAY DOGS	2017-07-01 14:13:00				2017-07-01 00:00:00	0.0	0.58542	0.00694			10.0	-10.0
A177993	DOG	N	CHOW CHOW	2007-07-01 00:00:00	MIX	RECEIVING	K17-048698	STRAY	HEALTHY	2017-07-01 00:00:00		NORMAL			RTO	HEALTHY	2017-07-01 00:00:00	2017-07-07 00:00:00	NORMAL	3653.0												2017-07-01 00:00:00	0.0					6.0	-6.0
